,brand,model,variant,body_type,fuel_type,engine_cc,transmission,mileage_kmpl_or_range,price_min_inr,price_max_inr,segment,seating,launch_year,country,price,score
465,Ferrari,SF90,Premium EV,Coupe,Electric,0.0,Automatic,0.4716981132075472,1225165,2416554,Mid,2,2024,Italy,0.08069738200983305,0.39491999412018325
466,Maruti Suzuki,Baleno,VX Turbo,Luxury Sedan,Hybrid,0.36953622758927246,Manual,0.013062409288824383,5457630,7594258,Luxury,4,2017,Japan/India,0.4140762278829162,0.22496003179821397
467,Toyota,Corolla,Base Plus,Sedan,Electric,0.0,Automatic,0.6037735849056604,3476890,5899938,Premium,5,2023,Japan,0.283878007073669,0.3903512529485639
468,Porsche,Panamera,Base Plus,Sedan,Electric,0.0,Automatic,0.6531204644412192,8729155,10220898,Luxury,2,2018,Germany,0.6230335208357859,0.3228337823454802
469,Mahindra,XUV300,Base MT,MPV,Diesel,0.26655800859386575,DCT,0.02322206095791001,12652291,14649711,Luxury,6,2020,India,0.9189222682547591,0.08170875599035188
470,Rolls-Royce,Ghost,Signature S,SUV,Petrol,0.5920877166987701,Automatic,0.004354136429608127,6065678,10320057,Luxury,2,2017,UK,0.5321861221023972,0.23689496056451756
471,Hyundai,Tucson,Luxury Hybrid,Luxury Sedan,Petrol,0.9999999999999999,Manual,0.021770682148040635,5413900,8389040,Luxury,7,2022,South Korea,0.4406841292873087,0.34744870642998704
472,Lamborghini,Huracan,Luxury EV,MPV,CNG,0.1773596088309379,DCT,0.015965166908563137,3858868,7939923,Premium,4,2017,Italy,0.3696821227794879,0.1986391994893127
473,Audi,Q7,Luxury X,Hatchback,CNG,0.9999999999999999,DCT,0.01451378809869376,13701730,14964932,Luxury,7,2023,Germany,0.9672687725321171,0.21326263270151352
474,Honda,City,VX AT,Sedan,CNG,0.1773596088309379,Automatic,0.017416545718432506,2891400,3424943,Premium,2,2022,Japan,0.17545264753848072,0.24770455088301876
475,Kia,EV6,VX Turbo,Coupe,Hybrid,0.1773596088309379,Manual,0.018867924528301883,2997346,4295666,Premium,7,2025,South Korea,0.21005359721536948,0.23956229604725088
476,Bentley,Bentayga,VX Hybrid,Luxury Sedan,Diesel,0.1773596088309379,DCT,0.017416545718432506,7553155,8641750,Luxury,4,2019,UK,0.5254254905815435,0.16021134012225308
477,Ferrari,Purosangue,Pro MT,Hatchback,CNG,0.36953622758927246,Manual,0.026124818577648763,9892380,13238037,Luxury,4,2024,Italy,0.7711334035955307,0.14026758112114887
478,Rolls-Royce,Phantom,Max S,SUV,CNG,0.29604385834938507,CVT,0.02322206095791001,9812250,13710143,Luxury,2,2025,UK,0.7850201368189136,0.12108145880041712
479,Toyota,Innova Hycross,Edition MT,Hatchback,Petrol,0.36953622758927246,DCT,0.007256894049346879,9804554,10748991,Luxury,2,2025,Japan,0.6798412479155782,0.15648684645623134
480,Audi,A4,LX EV,Sedan,Hybrid,0.1773596088309379,DCT,0.008708272859216255,5211498,8527319,Luxury,4,2021,Germany,0.43841241113496526,0.17891671448317195
481,Mahindra,Scorpio,Sport AT,SUV,Hybrid,0.9999999999999999,DCT,0.0014513788098693744,1065419,2283956,Mid,2,2021,India,0.07034036235185234,0.43292289199549117
482,Mahindra,XUV700,Sport Hybrid,SUV,Hybrid,0.11794339902207733,Automatic,0.017416545718432506,11614230,12259962,Luxury,4,2025,India,0.7974834990177546,0.08031359605142818
483,Audi,A8,Luxury EV,Coupe,CNG,0.4442139576233516,CVT,0.01451378809869376,5956319,8298208,Luxury,4,2024,Germany,0.4566827317429381,0.22975193442347863
484,Porsche,Cayenne,Edition Plus,MPV,Petrol,0.36953622758927246,DCT,0.02322206095791001,402135,5163697,Premium,7,2018,Germany,0.14886391241639596,0.294818988749024
485,Rolls-Royce,Ghost,ZX AT,SUV,Diesel,0.1773596088309379,DCT,0.02322206095791001,9932851,10375118,Luxury,2,2016,UK,0.6711411019932119,0.12581436760315312
486,Audi,Q3,LX X,MPV,CNG,0.5920877166987701,Manual,0.010159651669085631,11207403,14083550,Luxury,6,2025,Germany,0.8476758119356198,0.16005446844002905
487,Ferrari,Roma,LX EV,Coupe,Diesel,0.14787375907541858,Manual,0.007256894049346879,1774743,5130949,Premium,2,2025,Italy,0.19633181447336318,0.23303171111401433
488,BMW,7 Series,Edition S,Hatchback,Petrol,0.11794339902207733,Automatic,0.013062409288824383,11954366,14919056,Luxury,2,2025,Germany,0.9037387464960864,0.05222583643148239
489,Maruti Suzuki,Baleno,Sport Hybrid,Luxury Sedan,CNG,0.9999999999999999,Automatic,0.005805515239477503,4509326,5276801,Premium,2,2023,Japan/India,0.29837845103349664,0.37743731757544297
490,Mercedes-Benz,E-Class,Signature EV,MPV,Hybrid,0.5920877166987701,CVT,0.018867924528301883,7689075,8462741,Luxury,4,2025,Germany,0.5238989546511235,0.2440465782618788
491,Ferrari,296 GTB,Base X,Coupe,Hybrid,0.29604385834938507,DCT,0.010159651669085631,2117452,3073266,Premium,7,2019,Italy,0.13557455784786104,0.2788710102920917
492,Bentley,Continental GT,Pro AT,Luxury Sedan,CNG,0.36953622758927246,Automatic,0.004354136429608127,5144810,6395958,Premium,4,2019,UK,0.36054101065400845,0.23529594060471523
493,Honda,City,Sport Turbo,Hatchback,CNG,0.14787375907541858,Manual,0.024673439767779387,10338970,13902510,Luxury,2,2021,Japan,0.810495597901742,0.08558655625837101
494,Maruti Suzuki,Baleno,LX MT,Coupe,CNG,0.4442139576233516,DCT,0.004354136429608127,8676066,13327110,Luxury,5,2018,Japan/India,0.7311980630505501,0.15756722351239563
495,Ferrari,SF90,VX Turbo,Coupe,Electric,0.0,Automatic,0.7924528301886793,9099866,13278244,Luxury,2,2025,Italy,0.7444810406674854,0.34123823039916634
496,Kia,Seltos,Edition AT,SUV,Electric,0.0,Automatic,0.5892597968069666,4601194,6345658,Premium,2,2024,South Korea,0.33950004628604036,0.3713659173109282
497,Bentley,Continental GT,Signature AT,Coupe,Diesel,0.9999999999999999,Manual,0.007256894049346879,8166515,10136102,Luxury,7,2022,UK,0.6000964761922003,0.30251579386922134
498,Tata,Safari,Luxury AT,MPV,Hybrid,0.1773596088309379,CVT,0.015965166908563137,9673014,13705476,Luxury,5,2020,India,0.7799220120075873,0.09607922718228787
499,Honda,Civic,ZX Hybrid,Sedan,Electric,0.0,Automatic,0.5283018867924528,2551871,5089832,Premium,7,2017,Japan,0.22240685071659044,0.37930394769821085
500,Tata,Harrier,Signature EV,Hatchback,CNG,0.36953622758927246,Manual,0.010159651669085631,3876093,4136400,Premium,5,2016,India,0.2355430167366992,0.2685773694178597
501,Ferrari,296 GTB,Pro Turbo,MPV,Diesel,0.4442139576233516,DCT,0.0029027576197387505,10956642,12942976,Luxury,6,2017,Italy,0.7983842788587084,0.14026268697690178
502,Mercedes-Benz,GLA,Base Plus,Luxury Sedan,Electric,0.0,Automatic,0.941944847605225,7003482,11217069,Luxury,6,2016,Germany,0.5971890822479023,0.43038342609985314
503,Audi,Q5,Premium AT,SUV,Hybrid,0.26655800859386575,Automatic,0.004354136429608127,6448210,7090829,Luxury,7,2024,Germany,0.4313347742645931,0.19700185590298774
504,Ferrari,Roma,Pro MT,Coupe,Hybrid,0.4442139576233516,Manual,0.015965166908563137,4772056,9481065,Luxury,4,2022,Italy,0.4566329206654434,0.2302723697763066
505,Hyundai,Alcazar,LX MT,Sedan,Hybrid,0.26655800859386575,DCT,0.026124818577648763,12550061,13500735,Luxury,4,2017,South Korea,0.8745951565706355,0.09380649907829136
506,Hyundai,Tucson,Base Plus,MPV,Hybrid,0.2219588087124018,DCT,0.010159651669085631,8544184,9686120,Luxury,6,2023,South Korea,0.5975346067420746,0.1485639881411417
507,Bentley,Bentayga,LX MT,Sedan,CNG,0.5920877166987701,CVT,0.021770682148040635,2301902,3598556,Premium,4,2018,UK,0.16071887800512513,0.33585756259028693
508,Mercedes-Benz,GLE,VX X,Sedan,Electric,0.0,Automatic,0.8461538461538461,8699234,11258561,Luxury,2,2023,Germany,0.6587353094963119,0.38147001877976816
509,Audi,Q3,Base Plus,Coupe,CNG,0.4442139576233516,DCT,0.0,4928917,6643780,Premium,5,2017,Germany,0.3616721755852527,0.24842474762835715
510,Porsche,Taycan,Pro Plus,Coupe,CNG,0.1773596088309379,Automatic,0.008708272859216255,4510962,4990511,Premium,7,2019,Germany,0.28829386891885483,0.21644635003719956
511,Lamborghini,Huracan,Edition Hybrid,Sedan,Electric,0.0,Automatic,0.8896952104499274,2988557,3843494,Premium,7,2024,Italy,0.19372289729143588,0.5129625993346156
512,Ferrari,296 GTB,VX Plus,SUV,Diesel,0.14787375907541858,CVT,0.005805515239477503,1770997,2595317,Mid,4,2020,Italy,0.10636797781160946,0.2550146876959985
513,Mercedes-Benz,GLE,LX Turbo,Luxury Sedan,Electric,0.0,Automatic,0.5137880986937591,6581926,8416345,Luxury,2,2018,Germany,0.4830317289123865,0.30906790231471903
514,Toyota,Corolla,VX MT,MPV,Diesel,0.11794339902207733,Automatic,0.007256894049346879,12071917,14619606,Luxury,5,2018,Japan,0.8972945180571001,0.05180496320741183
515,Mahindra,XUV300,Base X,MPV,Electric,0.0,Automatic,0.7039187227866474,8754395,10048434,Luxury,2,2023,India,0.6178177412674467,0.3419171176584649
516,Mercedes-Benz,GLA,ZX S,Coupe,Electric,0.0,Automatic,0.7968069666182874,1924181,4662495,Premium,6,2023,Germany,0.18502987229835577,0.4826249702418116
517,Mercedes-Benz,GLA,Max AT,Luxury Sedan,Diesel,0.4442139576233516,DCT,0.017416545718432506,1913439,2865899,Mid,4,2020,Germany,0.12100038924204014,0.31468848521561166
518,Maruti Suzuki,Swift,Premium Hybrid,Luxury Sedan,Hybrid,0.26655800859386575,DCT,0.018867924528301883,3722510,6015832,Premium,2,2016,Japan/India,0.29668554752134446,0.2357439884233427
519,Maruti Suzuki,Ertiga,Max Plus,Hatchback,Electric,0.0,Automatic,0.579100145137881,2202552,5795218,Premium,4,2025,Japan/India,0.23502141752335992,0.3939296964174184
520,Rolls-Royce,Ghost,Premium EV,Coupe,Diesel,0.36953622758927246,Manual,0.011611030478955007,3862899,8223585,Luxury,5,2020,UK,0.3798743690936364,0.23300251391207966
521,BMW,X5,Edition Turbo,Coupe,Diesel,0.26655800859386575,Manual,0.017416545718432506,8410984,10341916,Luxury,2,2022,Germany,0.6160488811762415,0.15539517242616419
522,Mahindra,Bolero,Luxury Hybrid,SUV,Diesel,0.14787375907541858,DCT,0.008708272859216255,9707696,13971357,Luxury,6,2023,India,0.790570210361108,0.08498009472553242
523,Rolls-Royce,Cullinan,LX X,Sedan,CNG,0.36953622758927246,CVT,0.017416545718432506,1299392,2921787,Mid,4,2016,UK,0.10122620630933467,0.3046964849419722
524,Mahindra,Scorpio,Luxury S,Coupe,Diesel,0.14787375907541858,Manual,0.017416545718432506,5506941,9573830,Luxury,5,2018,India,0.48595449839554133,0.16418191821764977
525,Kia,EV6,Max Turbo,SUV,Diesel,0.29604385834938507,Manual,0.024673439767779387,9360502,10070170,Luxury,2,2017,South Korea,0.6400606547294148,0.1578293119062461
526,Maruti Suzuki,Ertiga,Luxury Hybrid,SUV,Hybrid,0.14787375907541858,CVT,0.018867924528301883,7682272,9960259,Luxury,4,2018,Japan/India,0.5767112735611976,0.14200070700968997
527,Bentley,Flying Spur,Pro Plus,Sedan,Electric,0.0,Automatic,0.7402031930333817,405362,1998014,Mid,2,2025,UK,0.036825974372519485,0.4998646239685537
528,Tata,Nexon,Luxury S,Sedan,Petrol,0.26655800859386575,CVT,0.01451378809869376,7524942,12346999,Luxury,4,2017,India,0.6556937161483509,0.14446799851622824
529,BMW,X5,Premium Hybrid,SUV,Electric,0.0,Automatic,0.8461538461538461,6570782,8490591,Luxury,7,2022,Germany,0.4852672755781566,0.424837027259307
530,Porsche,Taycan,Max Turbo,Luxury Sedan,Hybrid,0.11794339902207733,Manual,0.0029027576197387505,2224974,5821490,Premium,5,2019,Germany,0.23674652464109014,0.21541801381105147
531,Rolls-Royce,Cullinan,Pro X,Coupe,Petrol,0.26655800859386575,Automatic,0.010159651669085631,12612530,13347169,Luxury,2,2022,UK,0.8713678167935816,0.08902552560455773
532,Mahindra,Bolero,Premium AT,Sedan,Petrol,0.36953622758927246,DCT,0.013062409288824383,1440821,4135499,Premium,4,2017,India,0.14923547612959992,0.291170219736543
533,Kia,Seltos,Max EV,Hatchback,Electric,0.0,Automatic,0.6502177068214804,7341038,12117317,Luxury,7,2017,South Korea,0.641041394457926,0.31731584877303665
534,Mahindra,XUV700,Signature Hybrid,Coupe,Electric,0.0,Automatic,0.9114658925979681,7073968,9497371,Luxury,7,2017,India,0.538761609461809,0.4343226600438366
535,Mercedes-Benz,C-Class,LX Hybrid,Hatchback,Diesel,0.9999999999999999,DCT,0.0014513788098693744,10210884,12558520,Luxury,6,2016,Germany,0.7583436123298075,0.2609220795010024
536,Maruti Suzuki,Ertiga,Base AT,Coupe,Hybrid,0.2219588087124018,DCT,0.0014513788098693744,940657,2498877,Mid,4,2020,Japan/India,0.07353447112557057,0.276516126544542
537,Lamborghini,Aventador,Edition Plus,Coupe,Hybrid,0.29604385834938507,Automatic,0.026124818577648763,10197025,12523498,Luxury,7,2023,Italy,0.7566118802679155,0.1291994881050752
538,Maruti Suzuki,Fronx,Sport Plus,Coupe,Diesel,0.14787375907541858,Automatic,0.0014513788098693744,4273865,4929440,Premium,6,2020,Japan/India,0.27773051944911786,0.21065010453625854
539,Maruti Suzuki,Baleno,Pro Hybrid,SUV,Hybrid,0.11794339902207733,Automatic,0.02322206095791001,12017097,13572365,Luxury,7,2017,Japan/India,0.8582512421858872,0.06715359059321216
540,Toyota,Fortuner,Premium Plus,MPV,Hybrid,0.9999999999999999,DCT,0.02031930333817126,3204795,6594581,Premium,7,2023,Japan,0.29884783009873683,0.3823997986436757
541,Hyundai,Venue,Sport AT,Hatchback,Diesel,0.29604385834938507,Manual,0.0029027576197387505,5299263,5657217,Premium,5,2020,South Korea,0.3398411423416018,0.2252644512513851
542,Maruti Suzuki,Brezza,Luxury S,Sedan,Diesel,0.5920877166987701,Automatic,0.0014513788098693744,3572005,4581696,Premium,7,2020,Japan/India,0.24054566441157582,0.3087891098203144
543,Honda,Amaze,Base MT,MPV,CNG,0.9999999999999999,Automatic,0.018867924528301883,8081259,8475361,Luxury,4,2020,Japan,0.5382401519585053,0.3220437355952793
544,Bentley,Bentayga,VX MT,Luxury Sedan,Diesel,0.26655800859386575,Manual,0.011611030478955007,6012395,9250121,Luxury,4,2017,UK,0.49239327099815905,0.18427714463686762
545,Hyundai,Venue,LX MT,Sedan,Hybrid,0.11794339902207733,DCT,0.008708272859216255,3509689,3947476,Premium,2,2022,South Korea,0.215869129081652,0.22266929303472816
546,Audi,A4,LX Turbo,Hatchback,Electric,0.0,Automatic,0.7895500725689405,9909117,14682582,Luxury,5,2025,Germany,0.8229029846365419,0.3206167792399937
547,Bentley,Bentayga,ZX Turbo,Coupe,Diesel,0.2219588087124018,Manual,0.013062409288824383,10585192,11408347,Luxury,5,2022,UK,0.7308566481474087,0.11624944295671671
548,BMW,3 Series,Edition Turbo,SUV,Electric,0.0,Automatic,0.8534107402031931,10127762,11692990,Luxury,7,2024,Germany,0.7247352351693982,0.367509950278768
549,Mahindra,XUV700,Signature Plus,Luxury Sedan,Electric,0.0,Automatic,0.351233671988389,4802256,7163533,Premium,5,2025,India,0.3755984459085532,0.27903217371879785
550,Ferrari,SF90,LX Plus,MPV,CNG,0.29604385834938507,DCT,0.024673439767779387,3976134,6075571,Premium,4,2023,Italy,0.30778721798861525,0.240897671091446
551,Tata,Safari,Premium EV,Luxury Sedan,Hybrid,0.36953622758927246,Manual,0.008708272859216255,6978325,7481085,Luxury,5,2020,India,0.463941226046177,0.2109698345070359
552,Mahindra,XUV300,Edition Hybrid,Hatchback,Petrol,0.2219588087124018,Automatic,0.015965166908563137,4602297,5706588,Premium,4,2020,India,0.31689846472410316,0.2207549539794517
553,Kia,Seltos,Premium Turbo,SUV,Petrol,0.2219588087124018,Automatic,0.021770682148040635,2344318,3351165,Premium,6,2024,South Korea,0.15345712437106873,0.2636472194015274
554,Tesla,Model Y,ZX AT,SUV,Petrol,0.5920877166987701,Automatic,0.026124818577648763,6051145,8689653,Luxury,5,2016,USA,0.4739101019167948,0.25908370436273237
555,Rolls-Royce,Cullinan,Premium Plus,Sedan,Hybrid,0.26655800859386575,DCT,0.005805515239477503,6875986,11231326,Luxury,2,2017,UK,0.5931773065690785,0.15704920541032064
556,Hyundai,Venue,Base MT,Luxury Sedan,Hybrid,0.4442139576233516,DCT,0.005805515239477503,3625339,7410617,Premium,6,2025,South Korea,0.3426567790378831,0.25521052709901665
557,Ferrari,Roma,Edition Turbo,Sedan,Electric,0.0,Automatic,0.9201741654571843,7378224,9075689,Luxury,7,2025,Italy,0.5346014988032765,0.43841058320919535
558,Kia,Seltos,Pro AT,MPV,Electric,0.0,Automatic,0.41799709724238027,694514,5603450,Premium,4,2024,South Korea,0.17480152535265164,0.3525986026966702
559,Toyota,Fortuner,Signature EV,Hatchback,Diesel,0.26655800859386575,DCT,0.011611030478955007,11706271,14130319,Luxury,6,2024,Japan,0.8670063716020457,0.09062386948589597
560,Audi,A4,Signature Plus,MPV,Hybrid,0.4442139576233516,Manual,0.026124818577648763,10475701,11710126,Luxury,6,2025,Germany,0.7376689329762193,0.16356924478279256
561,Mercedes-Benz,S-Class,Base MT,MPV,Petrol,0.9999999999999999,Manual,0.018867924528301883,1358877,3521754,Mid,7,2023,Germany,0.12458894789970316,0.42545653660997984
562,Honda,Amaze,Pro AT,Hatchback,Hybrid,0.9999999999999999,Manual,0.0014513788098693744,11217138,14554160,Luxury,6,2020,Japan,0.8646932386918137,0.23433467291050084
563,Lamborghini,Huracan,VX X,Coupe,Petrol,0.26655800859386575,Automatic,0.007256894049346879,10149734,13598621,Luxury,5,2019,Italy,0.7930254075819758,0.10759516274055062
564,Audi,A4,Max EV,Sedan,Electric,0.0,Automatic,0.5007256894049347,9875680,11140806,Luxury,7,2024,Germany,0.6962420943071075,0.2511934677149502
565,Toyota,Corolla,Max X,Hatchback,Petrol,0.1773596088309379,Manual,0.007256894049346879,5993101,10227532,Luxury,6,2025,Japan,0.5263369695301813,0.15642759230091366
566,Lamborghini,Aventador,VX X,Hatchback,Petrol,0.11794339902207733,Manual,0.015965166908563137,13596378,14742126,Luxury,6,2016,Italy,0.9556429520708672,0.04026575020469575
567,Audi,A8,ZX Turbo,Hatchback,Electric,0.0,Automatic,0.4513788098693759,9286696,12541577,Luxury,5,2024,Germany,0.7250016854637352,0.22673216208834776
568,Hyundai,Alcazar,Pro Plus,Hatchback,Hybrid,0.36953622758927246,CVT,0.005805515239477503,652085,976954,Budget,4,2024,South Korea,0.009393143423699582,0.3235908899957467
569,Mahindra,Scorpio,Max Turbo,MPV,Hybrid,0.2219588087124018,DCT,0.024673439767779387,8908159,12336738,Luxury,7,2021,India,0.7043341270394332,0.12694393390134484
570,Bentley,Flying Spur,Max Turbo,SUV,Electric,0.0,Automatic,0.6734397677793904,2898354,5792651,Premium,4,2020,UK,0.2595810066464487,0.4208086670611745
571,Porsche,Macan,Sport Plus,Coupe,Diesel,0.14787375907541858,Manual,0.017416545718432506,1198547,2140473,Mid,5,2020,Germany,0.0699735104973303,0.2681771651922025
572,Toyota,Camry,Sport Hybrid,Luxury Sedan,Electric,0.0,Automatic,0.8708272859216255,9923026,11827301,Luxury,2,2017,Japan,0.7222402528560505,0.3742294868585563
573,Tata,Punch,Edition Turbo,Coupe,Petrol,0.29604385834938507,CVT,0.005805515239477503,11431441,13812085,Luxury,6,2017,India,0.8459955914716492,0.09974180413578185
574,Mahindra,XUV300,Sport Plus,Luxury Sedan,Electric,0.0,Automatic,0.8896952104499274,3563022,4358909,Premium,5,2016,India,0.23233463067689963,0.5033096659882497
575,Mahindra,XUV700,ZX AT,Coupe,CNG,0.9999999999999999,DCT,0.013062409288824383,2795797,6818624,Premium,7,2020,India,0.29229533519259265,0.3814980094529403
576,Kia,Sonet,LX Hybrid,SUV,Hybrid,0.29604385834938507,Automatic,0.015965166908563137,9593756,14049520,Luxury,4,2022,South Korea,0.7893027203756676,0.11747089999395721
577,Rolls-Royce,Phantom,LX AT,Hatchback,Electric,0.0,Automatic,0.7866473149492017,5298384,7721301,Luxury,2,2024,UK,0.412935355814237,0.4220927212786613
578,Honda,CR-V,VX Plus,Hatchback,Diesel,0.9999999999999999,Manual,0.008708272859216255,8467418,11016584,Luxury,5,2017,Japan,0.6419500037783438,0.29256039455613975
579,Honda,City,Signature Plus,Sedan,Diesel,0.2219588087124018,Manual,0.004354136429608127,3374410,4445778,Premium,5,2023,Japan,0.22873012964023753,0.23873317708278383
580,Rolls-Royce,Cullinan,Base Hybrid,Hatchback,Electric,0.0,Automatic,0.5413642960812772,10776323,14529019,Luxury,7,2017,UK,0.848185578360991,0.22743110903819927
581,Mahindra,Thar,LX Turbo,MPV,Hybrid,0.29604385834938507,Manual,0.0014513788098693744,1400874,5332661,Premium,6,2024,India,0.19023272082595127,0.26215857404684345
582,Maruti Suzuki,Alto,Signature Plus,Coupe,Petrol,0.9999999999999999,Manual,0.013062409288824383,10696890,12888020,Luxury,6,2018,Japan/India,0.787234958391985,0.2577631036530923
583,Ferrari,296 GTB,Signature Turbo,Luxury Sedan,Petrol,0.29604385834938507,Manual,0.0,9155953,12832857,Luxury,6,2025,Italy,0.7306891114578834,0.12653649380540616
584,Lamborghini,Huracan,LX MT,Coupe,Hybrid,0.1773596088309379,CVT,0.011611030478955007,6151537,6329905,Luxury,2,2023,Italy,0.39386674714851955,0.19106909564669194
585,Maruti Suzuki,Grand Vitara,Edition AT,Coupe,Diesel,0.4442139576233516,Manual,0.02322206095791001,3894341,8452454,Luxury,7,2016,Japan/India,0.3890965393594487,0.24969637802007666
586,Hyundai,i20,Luxury X,Coupe,CNG,0.29604385834938507,Manual,0.0014513788098693744,782780,5449919,Premium,4,2024,South Korea,0.17248934898515955,0.2665944170070414
587,Mahindra,Scorpio,VX MT,Hatchback,Electric,0.0,Automatic,0.7968069666182874,11844770,13226303,Luxury,4,2025,India,0.8398860112816068,0.3189109354959989
588,BMW,5 Series,Sport Turbo,SUV,Electric,0.0,Automatic,0.6052249637155298,4830851,6491890,Premium,6,2018,Germany,0.3528168571739625,0.3736245230069448
589,BMW,X5,Signature Turbo,Luxury Sedan,Electric,0.0,Automatic,0.6560232220609579,8271454,10742422,Luxury,6,2023,Germany,0.6252946107354633,0.3232844750374694
590,Toyota,Corolla,Pro X,Hatchback,CNG,0.9999999999999999,Automatic,0.024673439767779387,11149462,13431648,Luxury,5,2018,Japan,0.8225278427449404,0.25300374323248764
591,Mahindra,XUV300,ZX MT,Hatchback,Electric,0.0,Automatic,0.5732946298984035,4432884,6702525,Premium,5,2020,India,0.3461801510791946,0.36410808269464257
592,Ferrari,296 GTB,Luxury Turbo,Sedan,CNG,0.29604385834938507,DCT,0.010159651669085631,1410867,3656100,Premium,5,2022,Italy,0.1311903681956199,0.279967057705152
593,Audi,Q3,Sport EV,Hatchback,Hybrid,0.29604385834938507,CVT,0.007256894049346879,9112466,13572626,Luxury,7,2016,Germany,0.75535664820055,0.1229095225370109
594,Honda,City,Pro Hybrid,Luxury Sedan,Hybrid,0.26655800859386575,CVT,0.018867924528301883,1812384,6057944,Premium,4,2023,Japan,0.23050646493581795,0.2522887590697243
595,Rolls-Royce,Ghost,Pro Plus,Hatchback,Diesel,0.5920877166987701,Manual,0.017416545718432506,5439865,7073541,Luxury,7,2019,UK,0.3949991520425748,0.2757635463305617
596,Kia,Sonet,LX AT,MPV,CNG,0.26655800859386575,Automatic,0.02031930333817126,8148408,11343421,Luxury,7,2018,South Korea,0.6422272948904002,0.14986653416453305
597,Bentley,Continental GT,Premium Hybrid,Luxury Sedan,Electric,0.0,Automatic,0.7387518142235123,511973,3147899,Mid,2,2016,UK,0.08134049757865376,0.48822801058356585
598,Tesla,Model S,ZX X,SUV,Hybrid,0.26655800859386575,Manual,0.018867924528301883,3451504,7543294,Premium,6,2022,USA,0.34119865362712326,0.224615711896898
599,Mahindra,Bolero,Signature EV,SUV,Diesel,0.9999999999999999,Automatic,0.0029027576197387505,3312192,3923846,Premium,2,2023,India,0.20803515032405723,0.3990071775858942
600,Audi,A4,Luxury Plus,Coupe,Hybrid,0.29604385834938507,Manual,0.0,3396515,6822927,Premium,6,2022,Germany,0.3137297220467478,0.23077634115819004
601,Lamborghini,Huracan,ZX S,Hatchback,Diesel,0.29604385834938507,CVT,0.0014513788098693744,7702632,12091740,Luxury,7,2017,Italy,0.6529456397115165,0.14648034432545215
602,Mahindra,Thar,Premium Turbo,Luxury Sedan,Diesel,0.26655800859386575,Manual,0.007256894049346879,910039,4478096,Premium,4,2018,India,0.14256855036975158,0.27020937704360665
603,Audi,Q3,Sport EV,Sedan,Electric,0.0,Automatic,0.9506531204644413,8747869,9734554,Luxury,7,2021,Germany,0.6064665548550867,0.4311119534487827
604,Lamborghini,Huracan,LX X,Coupe,Petrol,0.9999999999999999,CVT,0.005805515239477503,11852598,14235142,Luxury,5,2020,Italy,0.8759039904589467,0.23305593271908043
605,Tata,Nexon,VX AT,MPV,Diesel,0.1773596088309379,Manual,0.0029027576197387505,10249491,11454728,Luxury,5,2019,India,0.7206067612763015,0.10633619661402077
606,Kia,Sonet,Edition Hybrid,SUV,Electric,0.0,Automatic,0.9753265602322206,11011951,11571441,Luxury,5,2021,South Korea,0.7517536705467701,0.40342587844458466
607,Tata,Altroz,ZX Hybrid,MPV,CNG,0.4442139576233516,DCT,0.008708272859216255,800459,3584136,Mid,5,2025,India,0.10701562810156769,0.31513678000000406
608,Toyota,Urban Cruiser,Base S,Hatchback,Electric,0.0,Automatic,0.5108853410740203,9573761,12688351,Luxury,4,2025,Japan,0.7403715204916431,0.2437169892529963
609,Lamborghini,Urus,Sport Plus,MPV,Diesel,0.5920877166987701,Manual,0.004354136429608127,9392669,10671516,Luxury,6,2017,Italy,0.6625044421667705,0.20431538054842424
610,Maruti Suzuki,Brezza,LX Turbo,MPV,Electric,0.0,Automatic,0.6734397677793904,2735007,4283632,Premium,4,2025,Japan/India,0.20033324531959207,0.4356206073928886
611,Tesla,Model 3,Signature Plus,Sedan,Hybrid,0.11794339902207733,Automatic,0.005805515239477503,6201192,6386501,Luxury,6,2017,USA,0.39763095539524296,0.17621287128942187
612,Lamborghini,Huracan,Edition MT,MPV,Petrol,0.9999999999999999,DCT,0.010159651669085631,803463,4509913,Premium,4,2018,Italy,0.13992002523288893,0.41857587177595773
613,Maruti Suzuki,Fronx,Luxury Turbo,Hatchback,CNG,0.29604385834938507,Manual,0.011611030478955007,7828559,11489806,Luxury,6,2023,Japan/India,0.6360818974888733,0.15425215796529293
614,Mercedes-Benz,GLA,Luxury EV,Coupe,Hybrid,0.26655800859386575,DCT,0.0029027576197387505,3113582,4940456,Premium,6,2025,Germany,0.23701485259339816,0.24507385373733215
615,Maruti Suzuki,Ertiga,ZX MT,Luxury Sedan,Electric,0.0,Automatic,0.9796806966618288,2872075,5368249,Premium,2,2019,Japan/India,0.2436145015138706,0.5319846184531725
616,Rolls-Royce,Ghost,Pro Turbo,Hatchback,Diesel,0.4442139576233516,DCT,0.021770682148040635,8397736,10974047,Luxury,5,2021,UK,0.6379743641585844,0.18696893923683844
617,Mercedes-Benz,S-Class,Base Turbo,SUV,Electric,0.0,Automatic,0.41654571843251087,8229981,11478635,Luxury,4,2019,Germany,0.6499075182594266,0.23331412188652215
618,Lamborghini,Huracan,Premium Plus,Coupe,CNG,0.29604385834938507,CVT,0.017416545718432506,10192172,10771143,Luxury,5,2024,Italy,0.6943583782320915,0.14171496811330553
